Name,Title,Total students,Reviews,Udemy link,Social links
Cathal Ó Manacháin,"Irish Teacher, Writer and Musician.",861,46,https://www.udemy.com/user/cathalo/,[]
Dr. Dheeraj Mehrotra,"Academic Evangelist, Author & National Awardee (India)","214,675","6,257",https://www.udemy.com/user/dr-dheeraj-mehrotra/,"['http://www.authordheerajmehrotra.com', 'https://twitter.com/dheerajmehrotra', 'https://www.facebook.com/dheerajmehrotra', 'https://linkedin.com//in/drdheerajmehrotra', 'https://www.youtube.com/sixsigmaineducation']"
Ali Usman,Electrical Engineer,"9,840",248,https://www.udemy.com/user/77dd0b40-5a77-4801-aab1-b240215c4b75/,"['https://www.facebook.com/usman.ali.777363', 'https://www.youtube.com/channel/UCncYcrGXWJL9zRx_5ESu7_A']"
Arek Luc,Your Business Communication Mentor,"2,434",46,https://www.udemy.com/user/arek-luczyk/,[]
Ajatshatru Mishra,Data Scientist,348,64,https://www.udemy.com/user/ajatshatru-mishra/,[]
JC Lecture Academy,Lecturer in Engineering,"4,467",62,https://www.udemy.com/user/jay-speech/,[]
Learning Scicomm,Educator,222,46,https://www.udemy.com/user/raymond-murphey/,"['https://www.learningscicomm.com/', 'https://twitter.com/tnl_exp', 'https://linkedin.com/in/scott-murphey-4046a3156', 'https://www.youtube.com/channel/UCqf6E5J3crxq7wpYbDJ2t-A']"
LearnFire Education,Specialist Educators,"2,127",795,https://www.udemy.com/user/learnfire/,"['http://www.learnfire.org', 'https://www.facebook.com/learnfireofficial', 'https://linkedin.com//company/learnfire/', 'https://www.youtube.com/@learnfireofficial']"
Mastery Academy for Dental Education,Your Success is Our Passion,151,63,https://www.udemy.com/user/mastery-academy-for-dental-education/,"['https://mastery-academy.com/', 'https://twitter.com/MasteryAcademyD', 'https://www.facebook.com/MasteryAcademyDE', 'https://www.youtube.com/channel/UC3XkDBBX1WKIn7fT_6zxvKw']"
Progress Labs,Education and Learning Services,"4,018",89,https://www.udemy.com/user/aman-malhotra-9/,['https://progresslabs.in/']
Enrique Galicia,Arq. PMP. MATI Autodesk Educator Expert,"28,308","6,143",https://www.udemy.com/user/enriquegalicia/,"['https://twitter.com/PracticalBIM', 'https://linkedin.com/in/enrique-galicia-6794b237', 'https://www.youtube.com/channel/UCUm1bwVLkPHlcf4f7-QxrXQ']"
Muthiah Shanmugam,"MS in Vehicle dynamics, 9+yrs in Automotive simulation",293,44,https://www.udemy.com/user/muthiah-shanmugam-4/,"['https://linkedin.com/in/muthiah-shanmugam', 'https://www.youtube.com/channel/UCC5rfzOKdLEVux8DeSV7ejg']"
Mamita kar,Japanese Language Trainer,261,44,https://www.udemy.com/user/mamita-kar/,"['https://twitter.com/https://twitter.com/MamitaKar', 'https://www.facebook.com/mamita kar', 'https://linkedin.com/linkedin.com/in/mamita-kar-0b41951a', 'https://www.youtube.com/Basic Japanese Language']"
Zafar Ullah,Engineer,154,89,https://www.udemy.com/user/zafarullah-18/,['https://www.youtube.com/https://www.youtube.com/channel/UCua8Dz8Fp7ZiX2oZVvNZY0A']
Pravin Pathak,Chemical engineer and Safety Professional,"1,516",154,https://www.udemy.com/user/pravin-madhukarrao-pathak/,"['https://www.facebook.com/profile.php?id=100006754189295', 'https://linkedin.com/in/pathak-pravin-50b606b7/', 'https://www.youtube.com/Pravin Pathak Industrial Safety']"
Dragonfly ELS,English Learning System,171,44,https://www.udemy.com/user/dragonflyels/,['http://www.dragonfly-els.com']
Arga Wally,Indonesian Instructor on Udemy,"2,475",395,https://www.udemy.com/user/arga-darmawan-wally/,['https://www.youtube.com/channel/UCkUK2iOVwR0IQ__eSex30LQ']
Yaakov Young,Language Teacher,232,44,https://www.udemy.com/user/yaakov-young/,['https://fastandeasylanguages.com/']
Shekhar Sikka,Math Tutor,"4,416",44,https://www.udemy.com/user/shekhar-sikka/,[]
Hindi English Telugu,Hindi Language Trainer,"2,772",54,https://www.udemy.com/user/hindi-english-telugu/,['https://www.facebook.com//CommunicativeHindi/']
"Christine Woodcock, Ph.D.",Professor specializing in literacy,140,44,https://www.udemy.com/user/christine-a-woodcock/,[]
Muhammad Asif Nadeem,Registered Professional Technologist (Electrical),"5,257",298,https://www.udemy.com/user/muhammad-asif-nadeem-5/,"['https://aasess.com/', 'https://www.facebook.com/aasengineeringservices', 'https://linkedin.com/https://www.linkedin.com/in/muhammad-asif-a009201a5/', 'https://www.youtube.com/AASEngineeringServices']"
"MTF Institute of Management, Technology and Finance","Institute of Management, Technology and Finance","347,911","20,239",https://www.udemy.com/user/mtfinstitute/,"['https://gtf.pt', 'https://www.facebook.com/theimtf', 'https://linkedin.com/school/mtfinstitute/']"
Dr. Anthony Dallmann-Jones,"Author, Teacher, Counselor & Friend with a flashlight.","3,034",107,https://www.udemy.com/user/55588a254c56a/,"['http://GrowthPrep.com', 'https://twitter.com/doctorzest', 'https://www.facebook.com/GrowthPrep', 'https://linkedin.com/in/doctorzest/']"
AXE Consultant,STAY CONNECTED,"20,077",507,https://www.udemy.com/user/vipin-chandra-joshi/,"['https://www.geotechnicalqueries.com', 'https://twitter.com/axe_tutors', 'https://www.facebook.com/jvipin15', 'https://linkedin.com/in/axeconsultants']"
Bison Harley-Davidson,"Automobile Dealership located at Bangalore, India",287,44,https://www.udemy.com/user/bison-harley-davidson/,"['https://www.bison-harley.in', 'https://www.facebook.com/HarleyDavidsonBangalore']"
Tamara Baros,German teacher,195,44,https://www.udemy.com/user/tamara-baros/,[]
Neuralearn Dot AI,"Helping millions of learners, master Deep Learning.","16,684",718,https://www.udemy.com/user/folefac-martins-derick-asong/,"['https://www.neuralearn.ai', 'https://twitter.com/neuralearndotai', 'https://www.facebook.com/neuralearn', 'https://linkedin.com/neuralearn', 'https://www.youtube.com/neuralearn']"
Sujithkumar MA,Engineer | Course Instructor,"224,187","4,546",https://www.udemy.com/user/sujithkumar-ma/,"['https://github.com/ma-sujithkumar', 'https://linkedin.com/in/ma-sujithkumar/']"
Deepika Khedekar,Clinical Trial Management,"11,197",141,https://www.udemy.com/user/deepika-4427/,[]
Sam Nattress,English Language Teacher (Cert TESOL),955,135,https://www.udemy.com/user/sam-nattress/,"['https://www.myexamwithsam.com', 'https://www.youtube.com/channel/UCuiUE9NuzXRxdv5CmCwwcFA']"
Joseph Gelfer,Researcher of men and masculinities,260,43,https://www.udemy.com/user/josephgelfer/,"['http://www.gelfer.net', 'https://twitter.com/drjosephgelfer']"
kazuyuki goto,日本語,"7,655",43,https://www.udemy.com/user/hou-teng-he-xing/,['https://www.youtube.com/channel/UCrdgXhPA9P_xRn2jkAIsGAQ']
Mohamed Fathi,A Mechanical Engineer - Production and Technical office,270,57,https://www.udemy.com/user/mohamed-fat-hi-hagar/,[]
Arjit Raj,Mechanical Engineer and Quora Top Writer,"9,357",927,https://www.udemy.com/user/arjit/,"['http://www.quora.com/Raj-Arjit', 'https://twitter.com/rajarjit']"
Up Course,Services Enterprise,"4,590",81,https://www.udemy.com/user/byebackpain-method-research-institute/,"['https://mediasites.heightsplatform.com/', 'https://linkedin.com/company/upcourse']"
Kiran Ramkrishna Beldar,"Professor at Mumbai University, India","3,256",755,https://www.udemy.com/user/kiran-ramkrishna-beldar/,"['https://omshivsaienterpris.wixsite.com/resgsolarconsultants', 'https://www.facebook.com/https://www.youtube.com/channel/UChZD68nRRW-v4oOKTIfqS8w', 'https://linkedin.com/https://www.linkedin.com/in/mr-kiran-beldar-814b9573/', 'https://www.youtube.com/https://www.youtube.com/channel/UChZD68nRRW-v4oOKTIfqS8w']"
Miguel Miranda,Aviation Professional and Instructor,170,43,https://www.udemy.com/user/miguel-miranda-41/,['https://linkedin.com/miguelbmiranda']
Jimmy Razo,- -Trainer - - Entrepreneur - -,"4,193",81,https://www.udemy.com/user/jimmyrazo/,"['https://twitter.com/https://twitter.com/jimmyrazo', 'https://www.facebook.com/https://www.facebook.com/jimmy.razo']"
Shawn Roe,Head Instructor at SimpleBetterEnglish.com,699,83,https://www.udemy.com/user/shawnroe/,['http://simplebetterenglish.com']
Tharwat Wasfy,"Educational Technologist, Author & Entrepreneur","3,290",122,https://www.udemy.com/user/tharwatwasfy/,"['http://wwww.talentglo.com/', 'https://www.facebook.com/tharwat.wasfy', 'https://linkedin.com/in/tharwatwasfy', 'https://www.youtube.com/TharwatWasfy']"
Faisal Zargar,"Civil Structural Engineer, Masters in structural engineering",153,43,https://www.udemy.com/user/faisal-zargar/,[]
Nadeem Arain,GRE GMAT SAT Instructor with 15 years experience,"32,508","1,143",https://www.udemy.com/user/nadeem-arain-3/,"['https://nadeemarainacademy.com/', 'https://twitter.com/nadeemarain', 'https://www.facebook.com/nadeemarain79', 'https://linkedin.com/in/nadeem-arain-172ba1a8', 'https://www.youtube.com/nadeemarainacademy']"
Matt Kyoto,Teacher,597,104,https://www.udemy.com/user/esmatullah-azizi-2/,[]
Rob Furman,"Principal, Author, TEDx speaker, Huffington Post Edu Blogger",92,41,https://www.udemy.com/user/l-robert-furman/,"['http://www.robfurman.com', 'https://twitter.com/drfurman', 'https://www.facebook.com/FurmanEdu', 'https://linkedin.com/drrobfurman', 'https://www.youtube.com/user/DrRFurman']"
Global Learning Labs .,Your Trusted Learning Partner,"14,607","2,052",https://www.udemy.com/user/globallearninglabs/,"['https://www.knowledgeboundless.com/skill-development', 'https://twitter.com/Glearninglabs', 'https://www.youtube.com/https://studio.youtube.com/channel/UCbqTcPpn9eR6Hojyfqh3mGA/videos/upload?filter=%5B%5D&sort=%7B%22columnType%22%3A%22date%22%2C']"
Ss B,Doctor,"1,449",218,https://www.udemy.com/user/som-biswas-3/,['https://www.youtube.com/https://www.youtube.com/channel/UCDSVz3TCnTRtB8vlJefIUwg']
Nikhil Agrawal,Professional Engineer,751,163,https://www.udemy.com/user/nikhil-agrawal-141/,['https://bit.ly/3dA5df0']
Joel A Capellan,Professor,255,41,https://www.udemy.com/user/joel-a-capellan/,[]
Brendan Smith,Building Computational Material Models,155,41,https://www.udemy.com/user/brendan-smith-104/,[]
Akhil Anil,Programmer & Entrepreneur 5+ Years Exp,"2,619",41,https://www.udemy.com/user/akhilianil/,"['http://spellogram.com', 'https://twitter.com/akhilkarun', 'https://www.facebook.com/akhil.karun', 'https://linkedin.com/in/akhilanil']"
Engineering Pod,Engineering courses,"7,804",550,https://www.udemy.com/user/engineering-pod/,"['https://www.instagram.com/engineeringpod/', 'https://www.facebook.com/Vlada.Cavic', 'https://www.youtube.com/@engineeringpod']"
Manan Sanjaykumar Shah,Masters in Structural engineering & Bridge design engineer,485,41,https://www.udemy.com/user/manan-sanjaykumar-shah/,['https://linkedin.com/in/manan-shah-588565b5/']
Norman Burton,Electrician & Electrical Instructor,"1,765",331,https://www.udemy.com/user/norman-burton-2/,['https://www.betechnical.ca']
Prashant Kavale,Assistant Professor (Mechanical Engineering ),737,41,https://www.udemy.com/user/prashant-kalidas-kavale/,"['https://www.facebook.com/Prashant Kavale', 'https://linkedin.com/https://www.linkedin.com/in/prashant-kavale-469a00b4', 'https://www.youtube.com/https://www.youtube.com/channel/UCNHSMQ74vuO1THGp5d7T2zw']"
Joe IELTS Examiner,Former IELTS Examiner and British Council Teacher Trainer,150,41,https://www.udemy.com/user/joseph-mathers-3/,"['https://www.italki.com/en/teacher/2461918/english', 'https://www.facebook.com/https://www.youtube.com/channel/UCUth8dh3p5AZSugWHVWXKAQ', 'https://www.youtube.com/https://www.youtube.com/channel/UCUth8dh3p5AZSugWHVWXKAQ']"
Engage and Learn,Maths Education Specialists,"4,497",151,https://www.udemy.com/user/workmatters/,"['http://engageandlearn.com', 'https://twitter.com/engage_learn_', 'https://www.facebook.com/profile.php?id=100009330970990', 'https://www.youtube.com/channel/UCLLS_srJFbNiSo1rmk8I-8Q']"
Scott Doel,Performance Coach,"18,471",142,https://www.udemy.com/user/scott82/,"['https://twitter.com/scottrdoel', 'https://www.facebook.com/scottrdoel', 'https://linkedin.com/scottrdoel']"
Kazi Ahmed,"Mathematics Teacher, Educator","33,267",185,https://www.udemy.com/user/kazi-ahmed-25/,"['https://www.archonacademy.ca/', 'https://www.facebook.com/Kazi Shawdesh']"
Bemensa - Carol Constant,Helping job candidates prepare for aptitude tests!,135,41,https://www.udemy.com/user/carol-constant/,"['http://www.bemensa.com', 'https://www.facebook.com/Bemensaapp', 'https://linkedin.com/company/79577319/']"
World English Academy,English Institute,"33,374",630,https://www.udemy.com/user/world-english-academy/,"['https://worldenglishacademy.com/', 'https://www.facebook.com/WorldEnglishAcademy/', 'https://www.youtube.com/c/worldenglishacademy']"
Keith Massey,"Scholar, Language Instructor, Author","5,270",61,https://www.udemy.com/user/keithmassey2/,"['http://www.keithmassey.com', 'https://twitter.com/keithamassey', 'https://www.facebook.com/keith.andrew.massey']"
Victoria Sutton,Law Professor,"2,211",833,https://www.udemy.com/user/victoriasutton2/,"['http://victoriasutton.org', 'https://twitter.com/cyberlawprof']"
David Rajaraman,English Fluency Coach,163,41,https://www.udemy.com/user/david-rajaraman-2/,"['https://twitter.com/speaklikedavid', 'https://www.facebook.com/speaklikedavid', 'https://linkedin.com/company/speaklikedavid/', 'https://www.youtube.com/channel/UCrK-uYpgq26c-WqHCOnK55w']"
Kalyani Guna,Instructor and Professor in Electronics,204,45,https://www.udemy.com/user/kalyani-1302/,['https://www.youtube.com/electronicsxpress9@gmail.com']
Brigitte Wayman,TESOL-Certified English Teacher (ESL/EFL),"32,687",448,https://www.udemy.com/user/brigitte-wayman/,"['https://twitter.com/MiniEngLesson', 'https://www.facebook.com/English4EveryoneCourses/?eid=ARCF0EyYUDT6rYojZWjiTIVIG_Z6dxE2bgv6qWxxTVc7xq', 'https://linkedin.com/in/brigitte-wayman-aa216192/']"
Rose for Udemy and Kindle,"Kindle Best Seller, Coach, Teaching 40 Courses","19,377",597,https://www.udemy.com/user/rosesuen/,"['http://kindle.secretstosuccesswithrosa.com/', 'https://twitter.com/pianowithrosa', 'https://www.facebook.com/kindlerosa']"
Nikki Joslin,English and Spanish Teacher,"170,681","7,372",https://www.udemy.com/user/nikkijoslin/,['https://www.youtube.com/channel/UCFTfnTOcgvDc5ih4xu8KmsQ']
Armia .A,Trading Tutor,"8,324",233,https://www.udemy.com/user/armia-ahmadi/,[]
Adelaide Foster,Language Teacher,218,44,https://www.udemy.com/user/adelaide-foster/,['https://www.youtube.com/https://www.youtube.com/channel/UCooFS4UXulPvQUSJDW4nOWw']
"Kevin W. Jennings, Ph.D.",Professor of Criminal Justice,"2,479",673,https://www.udemy.com/user/kevin-w-jennings/,['https://twitter.com/CyberCrimeDoc']
Usama Riaz,Online Instructor | Bioinformatician | Programmer,304,67,https://www.udemy.com/user/usama-riaz-19/,['https://linkedin.com/in/usamariaz145/']
Dr. Khaled Ramadan,Assistant Professor,673,139,https://www.udemy.com/user/khaled-ramadan-46/,['https://www.facebook.com/khaledelmasry.hassanen']
Skritter Chinese,Chinese and Japanese Character Experts,344,40,https://www.udemy.com/user/skritter-chinese/,"['https://twitter.com/SkritterHQ', 'https://www.facebook.com/SkritterHQ', 'https://linkedin.com/inkren-skritter.com-', 'https://www.youtube.com/UCjgfULWh8BVpW4kebqEr91w']"
Rod Barnett,Automotive technical trainer,150,39,https://www.udemy.com/user/rod-barnett-3/,['https://linkedin.com/www.linkedin.com/in/rod-barnett-122490ba']
Manas Patnaik,"Mechanical Engineer,Teacher & Videopreneur",328,49,https://www.udemy.com/user/manas-patnaik-2/,"['https://www.facebook.com/manaspatnaikmech', 'https://linkedin.com/in/manaspatnaikmech']"
Michael Roberts,Create A Life You Love,"24,612",970,https://www.udemy.com/user/fdc86c4e-2d64-4756-ab37-e210a740f212/,"['http://www.the6packcoach.com', 'https://www.facebook.com/britishaccentmethod', 'https://www.youtube.com/@britishaccentmethod?si=_C5aw2wKMRdZ6ydc']"
Giorgi Chkheidze,Content Writer | E-learning Specialist,217,38,https://www.udemy.com/user/giorgi-chkheidze/,['https://www.facebook.com/KartuliEna.GeorgianLanguage/']
Parul Saran,"Teacher - Math, Logic and Problem Solving",181,38,https://www.udemy.com/user/parul-655/,[]
Tools Academy,Online Learning,"7,296","1,605",https://www.udemy.com/user/tools-academy/,[]
Mohamad Samir Al Nahhas,Geophysical Consultant,"1,517",152,https://www.udemy.com/user/samir-nahhas/,[]
Matthieu Bout,Experienced business developer,"74,870",666,https://www.udemy.com/user/matthieu-bout/,"['https://www.facebook.com/matthieu.bout', 'https://linkedin.com/in/matthieu-bout']"
Akshay Yewale,Supply Chain Sensei,"10,586",304,https://www.udemy.com/user/akshay-yewale-3/,"['https://linkedin.com/in/akshay-yewale-cpim-mitx-269288135/', 'https://www.youtube.com/@supplychainsensei6988/featured']"
Sandy Midili,Business Analytics Training Manager,"1,632",477,https://www.udemy.com/user/sandymidili/,['https://quebit.com']
Hassan Choudhury,Tutor,175,38,https://www.udemy.com/user/hassan-choudhury-2/,"['https://www.facebook.com/https://www.facebook.com/Hassans-Tuitions-186682421769039/', 'https://www.youtube.com/https://www.youtube.com/channel/UCJbcY_3Eif3hxWZI95xzY4g']"
"Geoffrey Hubona, Ph.D.",Associate Professor of MIS and Data Analytics,"32,658","4,265",https://www.udemy.com/user/drgeoffreyhubona/,"['https://facultyprofiles.tamiu.edu/faculty.aspx?email=geoffrey.hubona@tamiu.edu', 'https://www.facebook.com/public/Geoffrey-Hubona', 'https://linkedin.com/in/hubona']"
Platform One Virtual Services,Unique Online Training,"2,406",154,https://www.udemy.com/user/platform-one-virtual-services/,[]
Herman Koutouan,"French Language Expert, Grammar, Vocab, Conjugation and More",568,38,https://www.udemy.com/user/hermangiveemthebird/,"['https://twitter.com/Fremch_Herman', 'https://www.facebook.com/FrenchtasticPeople', 'https://linkedin.com/hp/?dnr=sDrNzhl14ww8EPXYs6kOz6X1RHb8E22CzVP', 'https://www.youtube.com/channel/UCeMjmhApOHGb0y-5Yho_6dQ']"
Charlemagne Solanor,Internet Marketer,"1,757",38,https://www.udemy.com/user/charlemagnesolanor/,['https://www.youtube.com/in/charlemagnesolanor/']
Dr Radhika Vijay MBBS MD Pharmacology,Courses,"4,769",71,https://www.udemy.com/user/radhika-vijay-6/,"['https://ispharmacologydifficult.com', 'https://twitter.com/IsPharmacology', 'https://www.facebook.com/ispharmacology.difficult.5', 'https://linkedin.com/https://www.linkedin.com/in/is-pharmacology-difficult-babb301a6/', 'https://www.youtube.com/channel/UC-LnUrZKlcBuQaLa2HDQOVg']"
Ivan Chagas,"Designer Instrucional, Top Instructor, 11k students","12,151","2,060",https://www.udemy.com/user/ivanchagas2/,"['https://www.ivanchagas.com.br', 'https://linkedin.com/in/ivanchagasp', 'https://www.youtube.com/channel/UCQ0_uOqjm0dZRCO1YnxwRXw?sub_confirmation=1']"
Lavinia Ionescu,"MD, PhD",122,38,https://www.udemy.com/user/lavinia-i/,[]
Ashutosh Kumar,Former Crash Engineer,664,38,https://www.udemy.com/user/b4188a94-db87-4127-bb72-fdd1ff24b494/,['https://www.facebook.com/ashukuttu']
Professional Engineering,Engineering,"10,455","1,053",https://www.udemy.com/user/5a372ef8-2400-4a2c-af4b-7c3aa5da6ea0/,['https://www.youtube.com/https://www.youtube.com/channel/UClTbkt8tabxUwe_t23vMAzQ']
Steven McKenzie,Experienced English Language Instructor,179,38,https://www.udemy.com/user/steven-mckenzie/,['https://linkedin.com/https://www.linkedin.com/in/steven-mckenzie-41645b112/']
Mr Bayati,Medical Doctor,139,38,https://www.udemy.com/user/muhannad-albayati/,[]
Nigel Gardner,Facilitator at Four Corners Education,987,38,https://www.udemy.com/user/nigel-gardner/,[]
Ibrahim Al-Tirhi,Instructor,"2,312",102,https://www.udemy.com/user/waleed-al-tirhi/,"['https://twitter.com/https://twitter.com/IbrahimalTirhi', 'https://www.facebook.com/https://www.facebook.com/Advance-with-English-140684859949891/', 'https://linkedin.com/https://www.linkedin.com/in/ibrahim-al-rida-al-tirhi-0065049/', 'https://www.youtube.com/https://www.youtube.com/channel/UCfLAOqD3-p6Vwfx54iCWbJQ?view_as=subscriber']"
Dr. Alemayehu Midekisa,Geospatial Data Scientist,"20,782","2,522",https://www.udemy.com/user/alemayehumidekisa/,"['https://www.spatialelearning.com', 'https://twitter.com/https://twitter.com/SpatialeLearn', 'https://www.facebook.com/https://www.facebook.com/SpatialeLearning', 'https://linkedin.com/in/alemayehumidekisa/', 'https://www.youtube.com/https://www.youtube.com/c/spatialelearning']"
Martin Donnellan,CEO at Gallan & Amral Enterprises Ltd,102,38,https://www.udemy.com/user/martin-donnellan-2/,['https://linkedin.com/mfdonnellan']
Maths ForUni,Mathematics Course Content Creator,223,45,https://www.udemy.com/user/mathsforuni/,['https://www.youtube.com/channel/UCfvIgPFzGx7R38qy2v1dwkA']
Rick Thachuk,Professional English Teacher & Trainer of ESL Teachers,"2,155",102,https://www.udemy.com/user/rick-thachuk/,"['https://businessenglishandconversation.com', 'https://linkedin.com/in/rick-thachuk/']"
Dmitry Volov,"A musician, a music & English teacher, a marketer",527,129,https://www.udemy.com/user/dmitryvolov/,[]
Holistic Coach Academy,Coaching Training|Coaching Certification|Coach Accreditation,"40,875","8,630",https://www.udemy.com/user/holisticcoachacademy/,"['https://www.HolisticCoachAcademy.com', 'https://twitter.com/louisemaurice', 'https://www.facebook.com/HolisticCoachAcademy', 'https://linkedin.com/in/louiseannemaurice', 'https://www.youtube.com/c/HolisticCoachAcademy']"
Martin Luxton,Public Speaking Coach & Speechwriter,"43,101",283,https://www.udemy.com/user/martinluxton/,"['http://www.martinluxton.com', 'https://twitter.com/EnglishJokesCo', 'https://www.facebook.com/EnglishJokes', 'https://linkedin.com/martinluxton', 'https://www.youtube.com/English Jokes']"
Ruth Belling,Researcher and Evaluator,181,41,https://www.udemy.com/user/ruth-belling/,['http://www.evaluationworks.co.uk']
John Wang,Professional Chinese teacher,"9,220",259,https://www.udemy.com/user/john-wang-9/,"['http://www.thechineseclassroom.com/', 'https://www.facebook.com/thechineseclassroom/', 'https://linkedin.com/in/john-wang-67097b71', 'https://www.youtube.com/user/zhongshandl1']"
Luca Panzarella,"Geek, digital product designer and storyteller.","11,375","2,338",https://www.udemy.com/user/luca-panzarella/,"['http://www.lucapanzarella.it', 'https://twitter.com/luca.panzarellagmail.com', 'https://www.facebook.com/groups/uxdesignfriends', 'https://linkedin.com/in/lucapanzarella.it', 'https://www.youtube.com/channel/UCDmjkZQ_VJFr36FgwAA6_CQ']"
Ralph Dzegniuk,Professor of Legal English and Legal Writing,"8,121",189,https://www.udemy.com/user/ralph-dzegniuk/,"['http://legalenglishlearning.com', 'https://linkedin.com/https://www.linkedin.com/in/ralphdzegniuk/']"
Ryusei Maeda,Native Japanese tutor from Osaka Japan.,196,36,https://www.udemy.com/user/ryusei-maeda/,"['https://instagram.com/nihongo_hongo_jp?igshid=MzMyNGUyNmU2YQ%3D%3D&utm_source=qr', 'https://www.facebook.com/https://www.facebook.com/', 'https://www.youtube.com/https://www.youtube.com/channel/UCDNg2ju_I0mc-xczGLwOaoQ']"
Eoina Rodgers,Scottish Gaelic Tutor,180,36,https://www.udemy.com/user/eoina-rodgers/,['https://www.facebook.com/profile.php?id=100083684871140']
Irina Liner,PhD in Russian Language and Literature,614,62,https://www.udemy.com/user/irinaliner/,"['https://www.facebook.com/https://www.facebook.com/ReadingsRussian/', 'https://linkedin.com/https://www.linkedin.com/in/irina-liner-phd-2aab7233']"
Eduactivity Courses Online,Teaching to Success in Math and Science,"1,232",36,https://www.udemy.com/user/eduactivity/,[]
"William U. Peña, MBA","Best Selling Author, Entrepreneur","276,020","19,794",https://www.udemy.com/user/willpena/,['https://www.100xbusinessadvisor.com/']
Cognitel Training Services,Information Communication Technology Training Company,"5,712","2,025",https://www.udemy.com/user/cognitel/,"['https://www.cognitel.com', 'https://twitter.com/cognitel', 'https://www.facebook.com/cognitel', 'https://linkedin.com/company/cognitel', 'https://www.youtube.com/channel/UCyRTjgoh8BnW_thobd8AVCQ']"
Mary Pilar de Gorostiza,Experienced Language and Communications Trainer,633,36,https://www.udemy.com/user/mai-benilde/,"['https://www.facebook.com/maidegorostiza', 'https://linkedin.com/in/maidegorostiza/']"
Robert G,Global Entrepreneur,"29,378","1,464",https://www.udemy.com/user/oceangebhardt/,"['http://www.LuganoTranslations.com', 'https://twitter.com/languageisfun', 'https://www.facebook.com/https://www.facebook.com/groups/761129104522714', 'https://linkedin.com/in/rgebhardt', 'https://www.youtube.com/FreelanceTranslatorTips']"
Destiny Marie Love,Voice Healer and Life Coach,"2,702",544,https://www.udemy.com/user/destiny-white/,"['http://www.DestinyMarieLove.com', 'https://www.facebook.com/lovedestinylove', 'https://www.youtube.com/destinylovemusic']"
Dr Sonal Desai,Certified Energy Auditor and Green Building Consultant,"2,718",950,https://www.udemy.com/user/dr-sonal-desai/,"['https://www.ergoelearning.com/', 'https://linkedin.com/in/DrSonalDesai', 'https://www.youtube.com/c/ErgoELearningbyDrSonalDesai']"
Manan Manwani,Engineer | GMAT Tutor | GMAT 740,"1,532",222,https://www.udemy.com/user/manan-manwani/,[]
Artist Ankit Jasmatiya,Artist,273,36,https://www.udemy.com/user/artist-ankit-jasmatiya-2/,"['https://www.instagram.com/artistankitjasmatiya', 'https://www.youtube.com/artistankitjasmatiya']"
Siva Prasad,Battery Senior Developer,758,36,https://www.udemy.com/user/siva-prasad-371/,[]
Mohamed Amine Abdessattar,English tutor/public speaker/Business developer,"2,898",36,https://www.udemy.com/user/stoura25/,['https://linkedin.com/https://www.linkedin.com/in/sales-content-creator-scrum/']
TEAM YKY,"Calligraphy, Craft","10,820",343,https://www.udemy.com/user/yoshi-hashimoto/,"['http://www.en.doyoulikewashi.com/blog', 'https://www.facebook.com/https://www.facebook.com/yoshinobu.hashimoto.948']"
Magdalena Dehiles,English teacher,104,36,https://www.udemy.com/user/magdalena-dehiles-3/,"['http://teacherslearnforlife.com/home/', 'https://www.facebook.com/https://www.facebook.com/Learn-for-life-740645082966961/']"
"Inderpreet Singh, Entrepreneur & Academician",Director at The Saviour Academy,"5,687",74,https://www.udemy.com/user/inderpreet-singh-23/,"['https://twitter.com/Inderpreet Singh', 'https://www.facebook.com/TheSaviourAcademy', 'https://linkedin.com/in/the-saviour-academy/', 'https://www.youtube.com/I_EaDkb1OqA']"
The University of the Commonwealth Caribbean -,The University of the Commonwealth Caribbean,"1,241",399,https://www.udemy.com/user/university-of-the-commonwealth-caribbean/,"['https://ucc.edu.jm', 'https://twitter.com/https://twitter.com/uccjamaica', 'https://www.facebook.com/https://www.facebook.com/uccjamaica', 'https://www.youtube.com/https://www.youtube.com/user/uccjamaica']"
"Scott Wm. Henry, B.A., M.B.A., L.M.T.",Healthcare Professional and Medical Massage Therapist,115,36,https://www.udemy.com/user/scott-wm-henry/,[]
Tech 100,Online Instructor,490,85,https://www.udemy.com/user/naveen-1591/,[]
Jayesh Warade,Clinical Laboratory Expert,"3,561",439,https://www.udemy.com/user/jayesh-warade/,"['https://twitter.com/jayeshwarade', 'https://www.facebook.com/https://www.facebook.com/jayesh.warade.1', 'https://www.youtube.com/jdyajdo']"
Suchit Kr,Engineer,"18,841","5,535",https://www.udemy.com/user/suchit-kr/,[]
Edwiza Solutions,Instructor at Udemy,"2,810",57,https://www.udemy.com/user/naveen-n-218/,[]
Alex Zi,Master Alex Zi,206,35,https://www.udemy.com/user/alex-zi-3/,"['https://twitter.com/masteralexzi', 'https://www.facebook.com/goodluckmasteralex', 'https://www.youtube.com/channel/UCNn9tiynVFrYrYzi09ruUYQ']"
Steve Warner,Mathematician and Musician,"5,196",146,https://www.udemy.com/user/steve-warner-7/,['https://www.get800testprep.com/']
"Latanya ""Epiphany"" Richardson",7x Published Award Winning Author,"1,976",232,https://www.udemy.com/user/latanya-richardson-2/,"['https://linktr.ee/epiphanytanya', 'https://linkedin.com/Latanya Richardson']"
